IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
13.250.131.37,4,4,0,40.49,10
8.222.184.250,4,4,0,40.51,10
47.245.123.252,4,4,0,40.73,10
8.219.116.85,4,4,0,40.82,10
213.35.100.3,4,4,0,41.29,10
8.219.170.217,4,4,0,41.34,10
8.219.66.215,4,4,0,41.62,10
8.219.228.48,4,4,0,41.9,10
8.219.190.178,4,4,0,42.1,10
8.222.216.216,4,4,0,42.34,10
