IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
54.199.222.232,4,4,0,66.96,27.61
43.206.192.211,4,4,0,60.17,10
8.219.197.209,4,4,0,47.29,10
8.222.208.155,4,4,0,47.59,10
35.200.100.7,4,4,0,61.63,10
34.146.96.61,4,4,0,63.16,10
8.222.78.171,4,4,0,68.44,10
8.222.77.212,4,4,0,68.48,10
8.222.79.51,4,4,0,68.53,10
13.114.192.162,4,4,0,69.57,10
