IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
104.20.27.254,4,4,0,175.33,33.66
104.26.15.98,4,4,0,175.47,33.05
162.159.133.239,4,4,0,175.92,32.37
162.159.136.31,4,4,0,177.76,30.18
104.20.25.63,4,4,0,175.2,29.82
162.159.135.0,4,4,0,177.36,29.3
162.159.143.146,4,4,0,177.8,28.77
172.67.76.38,4,4,0,169.6,28.25
172.67.74.111,4,4,0,175.42,28.05
104.26.7.58,4,4,0,169.45,13.74
170.114.52.152,4,2,0.5,196.97,8
