104.24.202.157,LAX,North America,Los Angeles,146 ms
162.159.62.227,LAX,North America,Los Angeles,146 ms
104.27.112.156,LAX,North America,Los Angeles,147 ms
104.20.140.23,LAX,North America,Los Angeles,147 ms
104.27.66.13,LAX,North America,Los Angeles,147 ms
